"name"	"taxRank"	"taxID"	"Max"	"X5089.cladeReads"	"X5090.cladeReads"	"X5091.cladeReads"	"X5092.cladeReads"	"X5093.cladeReads"	"X5094.cladeReads"	"X5101.cladeReads"	"X5102.cladeReads"	"X5103.cladeReads"	"X5104.cladeReads"	"X5105.cladeReads"	"X5106.cladeReads"	"lineage"
"Segatella hominis"	"S"	2518605	859960	482	227	622397	859963	171	135	40	10	40	24	1307	100	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Prevotellaceae>Segatella"
"Segatella baroniae"	"S"	305719	561	6	43	306	561	NA	2	NA	NA	31	26	47	49	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Prevotellaceae>Segatella"
"Segatella bryantii"	"S"	77095	1744	4	6	255	445	56	20	NA	NA	1	1	1744	1	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Prevotellaceae>Segatella"
"Prevotella sp. oral taxon 299"	"S"	652716	325	325	130	55	109	17	6	2	1	2	3	21	4	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Prevotellaceae>Prevotella>unclassified&nbsp;Prevotella"
"Prevotella sp. E13-17"	"S"	2913616	421	270	99	421	255	9	4	6	4	NA	8	405	4	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Prevotellaceae>Prevotella>unclassified&nbsp;Prevotella"
"Prevotella sp. E15-22"	"S"	2937774	358	256	131	358	314	45	28	2	NA	1	2	46	17	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Prevotellaceae>Prevotella>unclassified&nbsp;Prevotella"
"Prevotella sp. oral taxon 475"	"S"	712471	366	213	310	366	269	161	94	1	1	NA	1	92	43	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Prevotellaceae>Prevotella>unclassified&nbsp;Prevotella"
"Prevotella sp. Rep29"	"S"	2691580	391	155	79	391	275	16	16	11	23	2	5	25	3	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Prevotellaceae>Prevotella>unclassified&nbsp;Prevotella"
"Prevotella sp. E2-28"	"S"	2913620	353	92	210	353	313	53	39	7	6	NA	NA	60	28	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Prevotellaceae>Prevotella>unclassified&nbsp;Prevotella"
"Prevotella sp. E9-3"	"S"	2913621	683	56	97	683	471	26	28	21	79	2	8	130	20	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Prevotellaceae>Prevotella>unclassified&nbsp;Prevotella"
"Prevotella dentalis"	"S"	52227	1374	1374	388	694	412	5	8	18	24	2	2	431	7	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Prevotellaceae>Prevotella"
"Prevotella herbatica"	"S"	2801997	1075	1075	494	587	589	154	64	23	15	4	2	43	23	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Prevotellaceae>Prevotella"
"Prevotella denticola"	"S"	28129	898	898	556	840	772	118	61	5	1	4	2	247	11	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Prevotellaceae>Prevotella"
"Prevotella corporis"	"S"	28128	1365	887	694	913	1361	833	1365	8	2	17	74	161	339	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Prevotellaceae>Prevotella"
"Prevotella intermedia"	"S"	28131	2851	582	1029	2851	2556	313	282	44	26	30	11	1018	52	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Prevotellaceae>Prevotella"
"Prevotella communis"	"S"	2913614	758	525	176	758	453	30	28	36	22	2	6	35	41	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Prevotellaceae>Prevotella"
"Prevotella melaninogenica"	"S"	28132	7128	508	433	3287	2179	7128	2760	39	55	2	28	129	59	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Prevotellaceae>Prevotella"
"Prevotella nigrescens"	"S"	28133	454	454	257	382	398	20	19	15	11	16	7	35	20	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Prevotellaceae>Prevotella"
"Prevotella histicola"	"S"	470565	372	372	111	351	249	6	5	4	3	47	43	11	5	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Prevotellaceae>Prevotella"
"Prevotella bivia"	"S"	28125	1613	242	116	1237	1613	20	30	23	13	36	3	499	31	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Prevotellaceae>Prevotella"
"Prevotella multiformis"	"S"	282402	311	223	72	311	308	NA	1	9	15	NA	NA	24	10	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Prevotellaceae>Prevotella"
"Prevotella jejuni"	"S"	1177574	1749	182	48	1667	1749	26	33	31	69	4	2	110	652	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Prevotellaceae>Prevotella"
"Prevotella veroralis"	"S"	28137	819	133	44	500	474	27	18	2	2	2	NA	819	12	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Prevotellaceae>Prevotella"
"Prevotella fusca"	"S"	589436	473	73	29	473	417	38	22	4	2	2	1	45	7	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Prevotellaceae>Prevotella"
"Prevotella scopos"	"S"	589437	144	16	41	144	108	77	29	1	5	NA	NA	58	2	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Prevotellaceae>Prevotella"
"Paraprevotella xylaniphila"	"S"	454155	10087	1633	739	10087	2628	467	1186	5518	3691	355	1024	4338	6583	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Prevotellaceae>Paraprevotella"
"Paraprevotella clara"	"S"	454154	48705	431	306	48705	13088	382	204	165	333	148	97	605	14511	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Prevotellaceae>Paraprevotella"
"Hoylesella enoeca"	"S"	76123	700	700	190	481	555	35	11	1	7	65	50	60	39	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Prevotellaceae>Hoylesella"
"Hoylesella buccalis"	"S"	28127	1337	355	189	656	852	130	165	47	28	1	4	1337	122	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Prevotellaceae>Hoylesella"
"Xylanibacter ruminicola"	"S"	839	925	694	301	925	852	28	6	9	1	11	8	109	9	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Prevotellaceae>Xylanibacter"
"Pseudoprevotella muciniphila"	"S"	2133944	969	223	247	969	493	4	4	6	3	1	NA	93	5	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Prevotellaceae>Pseudoprevotella"
"Sodaliphilus pleomorphus"	"S"	2606626	3452	822	244	2034	3452	6	25	6	8	2	7	35	10	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Muribaculaceae>Sodaliphilus"
"Muribaculum gordoncarteri"	"S"	2530390	1979	330	175	122	179	263	310	6	28	3	4	1979	85	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Muribaculaceae>Muribaculum"
"Muribaculum intestinale"	"S"	1796646	769	189	173	43	51	206	206	326	471	236	258	30	769	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Muribaculaceae>Muribaculum"
"Duncaniella dubosii"	"S"	2518971	2237	81	192	26	83	61	84	2	7	992	2237	108	152	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Muribaculaceae>Duncaniella"
"Duncaniella freteri"	"S"	2530391	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Muribaculaceae>Duncaniella"
"Paramuribaculum intestinale"	"S"	2094151	787	89	153	100	86	58	151	46	50	9	3	96	787	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Muribaculaceae>Paramuribaculum"
"Porphyromonas levii"	"S"	28114	1145	199	1145	137	91	152	60	46	117	NA	NA	46	24	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Porphyromonadaceae>Porphyromonas"
"Porphyromonas gingivalis"	"S"	837	148	140	148	84	118	27	53	16	45	72	19	31	28	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Porphyromonadaceae>Porphyromonas"
"Porphyromonas cangingivalis"	"S"	36874	236	86	236	136	67	81	27	1	NA	NA	NA	2	12	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Porphyromonadaceae>Porphyromonas"
"Porphyromonas pogonae"	"S"	867595	169	71	169	1	10	50	28	21	28	NA	NA	97	31	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Porphyromonadaceae>Porphyromonas"
"Porphyromonas sp. oral taxon 275"	"S"	712435	132	34	107	132	51	28	11	NA	3	NA	NA	15	1	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Porphyromonadaceae>Porphyromonas>unclassified&nbsp;Porphyromonas"
"Porphyromonas somerae"	"S"	322095	146	24	15	100	63	32	146	4	6	1	2	8	48	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Porphyromonadaceae>Porphyromonas"
"Porphyromonas asaccharolytica"	"S"	28123	181	15	17	83	181	43	124	7	NA	NA	NA	6	157	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Porphyromonadaceae>Porphyromonas"
"Porphyromonas endodontalis"	"S"	28124	12	9	9	12	10	2	3	2	10	NA	NA	1	2	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Porphyromonadaceae>Porphyromonas"
"Porphyromonas crevioricanis"	"S"	393921	6	4	4	1	3	3	2	2	4	1	NA	6	4	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Porphyromonadaceae>Porphyromonas"
"Macellibacteroides fermentans"	"S"	879969	16116	72	164	18	27	90	80	64	136	10910	16116	67	74	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Porphyromonadaceae>Macellibacteroides"
"Dysgonomonas sp. HDW5B"	"S"	2714927	29	19	7	29	3	1	8	5	1	NA	1	2	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Dysgonomonadaceae>Dysgonomonas>unclassified&nbsp;Dysgonomonas"
"Dysgonomonas sp. HDW5A"	"S"	2714926	46	18	46	NA	NA	12	5	NA	1	NA	2	2	1	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Dysgonomonadaceae>Dysgonomonas>unclassified&nbsp;Dysgonomonas"
"Dysgonomonas capnocytophagoides"	"S"	45254	31	16	19	6	6	31	25	16	11	2	4	30	21	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Dysgonomonadaceae>Dysgonomonas"
"Proteiniphilum propionicum"	"S"	2829812	99	38	99	9	5	44	57	4	1	NA	NA	32	56	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Dysgonomonadaceae>Proteiniphilum"
"Proteiniphilum saccharofermentans"	"S"	1642647	27	11	27	6	4	10	6	3	1	1	1	26	3	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Dysgonomonadaceae>Proteiniphilum"
"Petrimonas mucosa"	"S"	1642646	5467	23	22	418	252	595	930	77	16	2645	5467	497	2	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Dysgonomonadaceae>Petrimonas"
"Petrimonas sulfuriphila"	"S"	285070	31	2	4	14	31	NA	NA	NA	NA	1	1	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Dysgonomonadaceae>Petrimonas"
"Petrimonas sp."	"S"	2023866	11	1	NA	NA	2	1	NA	NA	NA	NA	NA	11	1	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Dysgonomonadaceae>Petrimonas>unclassified&nbsp;Petrimonas"
"Limibacterium fermenti"	"S"	3229863	48	5	24	48	29	1	7	38	16	NA	4	35	7	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Dysgonomonadaceae>Limibacterium"
"Paludibacter propionicigenes"	"S"	185300	64	19	52	64	54	25	10	11	11	5	2	30	14	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Paludibacteraceae>Paludibacter"
"Tenuifilum thalassicum"	"S"	2590900	239	6	2	239	69	NA	5	2	2	1	3	4	3	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Tenuifilaceae>Tenuifilum"
"Salinivirga cyanobacteriivorans"	"S"	1307839	27	5	27	27	4	24	18	NA	NA	1	1	NA	4	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Salinivirgaceae>Salinivirga"
"Candidatus Azobacteroides pseudotrichonymphae"	"S"	511435	12	3	12	NA	NA	1	2	NA	1	NA	2	2	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Bacteroidales&nbsp;incertae&nbsp;sedis>Candidatus&nbsp;Azobacteroides"
"Halosquirtibacter xylanolyticus"	"S"	3374599	49	49	14	41	21	2	2	NA	NA	NA	NA	4	1	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Marinilabiliales>Prolixibacteraceae>Halosquirtibacter"
"Aquipluma nitroreducens"	"S"	2010828	106	106	106	7	3	21	12	21	19	3	1	2	6	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Marinilabiliales>Prolixibacteraceae>Aquipluma"
"uncultured Draconibacterium sp."	"S"	1573823	49	39	38	29	10	9	4	10	9	49	9	44	9	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Marinilabiliales>Prolixibacteraceae>Draconibacterium>environmental&nbsp;samples"
"Draconibacterium orientale"	"S"	1168034	33	11	11	33	8	1	2	NA	NA	NA	2	7	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Marinilabiliales>Prolixibacteraceae>Draconibacterium"
"Draconibacterium halophilum"	"S"	2706887	72	2	6	10	15	4	7	6	1	11	3	72	4	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Marinilabiliales>Prolixibacteraceae>Draconibacterium"
"Mangrovibacterium marinum"	"S"	1639118	143	43	143	20	10	20	10	NA	4	NA	NA	6	13	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Marinilabiliales>Prolixibacteraceae>Mangrovibacterium"
"Maribellus comscasis"	"S"	2681766	27	13	9	6	1	NA	2	1	2	NA	1	27	4	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Marinilabiliales>Prolixibacteraceae>Maribellus"
"Gaoshiqia hydrogeniformans"	"S"	3290090	12	10	12	1	2	10	6	3	8	1	3	6	6	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Marinilabiliales>Prolixibacteraceae>Gaoshiqia"
"Xiashengella succiniciproducens"	"S"	2949635	152	152	96	6	3	20	10	2	1	NA	NA	9	2	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Marinilabiliales>Marinilabiliaceae>Xiashengella"
"Alkalitalea saponilacus"	"S"	889453	48	12	25	34	48	2	10	6	1	5	5	12	4	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Marinilabiliales>Marinilabiliaceae>Alkalitalea"
"Labilibaculum sp."	"S"	2060723	82	41	82	2	NA	14	7	4	1	NA	NA	17	1	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Marinilabiliales>Marinifilaceae>Labilibaculum>unclassified&nbsp;Labilibaculum"
"Labilibaculum antarcticum"	"S"	1717717	117	31	117	NA	NA	67	44	7	2	2	2	13	10	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Marinilabiliales>Marinifilaceae>Labilibaculum"
"Marinifilum sp."	"S"	2033137	51	48	51	14	5	9	5	3	NA	2	1	5	2	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Marinilabiliales>Marinifilaceae>Marinifilum>unclassified&nbsp;Marinifilum"
"Marinifilum fragile"	"S"	570161	17	4	17	3	1	NA	5	6	15	3	1	11	1	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Marinilabiliales>Marinifilaceae>Marinifilum"
"Flavobacterium sp. Sr18"	"S"	935222	41	41	7	6	1	NA	NA	NA	NA	NA	NA	2	2	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium>unclassified&nbsp;Flavobacterium"
"Flavobacterium sp. KACC 22758"	"S"	3025667	81	10	81	NA	NA	17	4	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium>unclassified&nbsp;Flavobacterium"
"Flavobacterium sp. N2270"	"S"	2986831	13	9	NA	NA	NA	NA	NA	NA	NA	13	2	6	2	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium>unclassified&nbsp;Flavobacterium"
"Flavobacterium sp. WV_118_3"	"S"	3151764	15	8	6	6	NA	1	NA	1	1	NA	NA	15	1	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium>unclassified&nbsp;Flavobacterium"
"Flavobacterium sp. YJ01"	"S"	3031997	7	7	6	NA	NA	NA	NA	NA	1	NA	NA	1	3	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium>unclassified&nbsp;Flavobacterium"
"Flavobacterium sp. 140616W15"	"S"	2478552	7	7	1	NA	NA	1	NA	2	3	2	NA	2	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium>unclassified&nbsp;Flavobacterium"
"Flavobacterium sp. KBS0721"	"S"	1179672	8	6	8	2	NA	NA	NA	NA	1	7	1	NA	1	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium>unclassified&nbsp;Flavobacterium"
"Flavobacterium sp. K5-23"	"S"	2746225	6	6	6	NA	2	3	NA	1	4	NA	NA	NA	1	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium>unclassified&nbsp;Flavobacterium"
"Flavobacterium sp. SM2513"	"S"	3424766	9	3	5	6	2	9	9	1	3	NA	NA	6	8	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium>unclassified&nbsp;Flavobacterium"
"Flavobacterium sp. W1B"	"S"	3394146	3	3	1	3	3	NA	NA	1	NA	NA	1	NA	1	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium>unclassified&nbsp;Flavobacterium"
"Flavobacterium sp. I3-2"	"S"	2748319	6	3	NA	NA	NA	1	1	1	NA	3	6	1	1	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium>unclassified&nbsp;Flavobacterium"
