"name"	"taxRank"	"taxID"	"Max"	"X5089.b.cladeReads"	"X5090.b.cladeReads"	"X5091.b.cladeReads"	"X5092.b.cladeReads"	"X5093.b.cladeReads"	"X5094.b.cladeReads"	"X5101.b.cladeReads"	"X5102.b.cladeReads"	"X5103.b.cladeReads"	"X5104.b.cladeReads"	"X5105.b.cladeReads"	"X5106.k.cladeReads"	"Max.1"	"X5089.b.cladeReads.."	"X5090.b.cladeReads.."	"X5091.b.cladeReads.."	"X5092.b.cladeReads.."	"X5093.b.cladeReads.."	"X5094.b.cladeReads.."	"X5101.b.cladeReads.."	"X5102.b.cladeReads.."	"X5103.b.cladeReads.."	"X5104.b.cladeReads.."	"X5105.b.cladeReads.."	"X5106.k.cladeReads.."	"Max.2"	"X5089.b.cladeReads.rank"	"X5090.b.cladeReads.rank"	"X5091.b.cladeReads.rank"	"X5092.b.cladeReads.rank"	"X5093.b.cladeReads.rank"	"X5094.b.cladeReads.rank"	"X5101.b.cladeReads.rank"	"X5102.b.cladeReads.rank"	"X5103.b.cladeReads.rank"	"X5104.b.cladeReads.rank"	"X5105.b.cladeReads.rank"	"X5106.k.cladeReads.rank"	"Max.3"	"X5089.b.cladeReads.z.score"	"X5090.b.cladeReads.z.score"	"X5091.b.cladeReads.z.score"	"X5092.b.cladeReads.z.score"	"X5093.b.cladeReads.z.score"	"X5094.b.cladeReads.z.score"	"X5101.b.cladeReads.z.score"	"X5102.b.cladeReads.z.score"	"X5103.b.cladeReads.z.score"	"X5104.b.cladeReads.z.score"	"X5105.b.cladeReads.z.score"	"X5106.k.cladeReads.z.score"	"Max.4"	"X5089.b.cladeReads...z.score"	"X5090.b.cladeReads...z.score"	"X5091.b.cladeReads...z.score"	"X5092.b.cladeReads...z.score"	"X5093.b.cladeReads...z.score"	"X5094.b.cladeReads...z.score"	"X5101.b.cladeReads...z.score"	"X5102.b.cladeReads...z.score"	"X5103.b.cladeReads...z.score"	"X5104.b.cladeReads...z.score"	"X5105.b.cladeReads...z.score"	"X5106.k.cladeReads...z.score"	"lineage"
"Flavivirga eckloniae"	"S"	1803846	19	NA	NA	5	NA	NA	NA	NA	6	19	NA	NA	4	9.03e-05	NA	NA	3.346e-05	NA	NA	NA	NA	3.313e-05	9.03e-05	NA	NA	5.454e-05	551	NA	NA	1554	NA	NA	NA	NA	831.5	551	NA	NA	1211	19	NA	NA	5	NA	NA	NA	NA	6	19	NA	NA	4	0.0903	NA	NA	0.03346	NA	NA	NA	NA	0.03313	0.0903	NA	NA	0.05454	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavivirga"
"Zhouia spongiae"	"S"	2202721	10	NA	NA	5	10	NA	NA	NA	NA	NA	NA	NA	NA	6.262e-05	NA	NA	3.346e-05	6.262e-05	NA	NA	NA	NA	NA	NA	NA	NA	1038.5	NA	NA	1554	1038.5	NA	NA	NA	NA	NA	NA	NA	NA	10	NA	NA	5	10	NA	NA	NA	NA	NA	NA	NA	NA	0.06262	NA	NA	0.03346	0.06262	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Zhouia"
"Antarcticibacterium arcticum"	"S"	2585771	8	NA	NA	5	NA	NA	NA	NA	8	5	NA	NA	1	4.417e-05	NA	NA	3.346e-05	NA	NA	NA	NA	4.417e-05	2.376e-05	NA	NA	1.364e-05	756	NA	NA	1554	NA	NA	NA	NA	756	871	NA	NA	2935	8	NA	NA	5	NA	NA	NA	NA	8	5	NA	NA	1	0.04417	NA	NA	0.03346	NA	NA	NA	NA	0.04417	0.02376	NA	NA	0.01364	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Antarcticibacterium"
"Chryseobacterium sp. MEBOG06"	"S"	2879938	7	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.684e-05	NA	NA	4.684e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	1369.5	NA	NA	1369.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.04684	NA	NA	0.04684	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Weeksellaceae>Chryseobacterium&nbsp;group>Chryseobacterium>unclassified&nbsp;Chryseobacterium"
"Chryseobacterium sp. POL2"	"S"	2713414	6	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.015e-05	NA	NA	4.015e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	1454	NA	NA	1454	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.04015	NA	NA	0.04015	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Weeksellaceae>Chryseobacterium&nbsp;group>Chryseobacterium>unclassified&nbsp;Chryseobacterium"
"Chryseobacterium scophthalmum"	"S"	59733	17	NA	NA	17	NA	NA	NA	NA	NA	NA	NA	NA	2	0.0001137	NA	NA	0.0001137	NA	NA	NA	NA	NA	NA	NA	NA	2.727e-05	872.5	NA	NA	872.5	NA	NA	NA	NA	NA	NA	NA	NA	1899.5	17	NA	NA	17	NA	NA	NA	NA	NA	NA	NA	NA	2	0.1137	NA	NA	0.1137	NA	NA	NA	NA	NA	NA	NA	NA	0.02727	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Weeksellaceae>Chryseobacterium&nbsp;group>Chryseobacterium"
"Chryseobacterium camelliae"	"S"	1265445	21	NA	NA	5	21	NA	NA	NA	NA	7	8	NA	NA	0.0001315	NA	NA	3.346e-05	0.0001315	NA	NA	NA	NA	3.327e-05	4.379e-05	NA	NA	732.5	NA	NA	1554	776	NA	NA	NA	NA	784	732.5	NA	NA	21	NA	NA	5	21	NA	NA	NA	NA	7	8	NA	NA	0.1315	NA	NA	0.03346	0.1315	NA	NA	NA	NA	0.03327	0.04379	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Weeksellaceae>Chryseobacterium&nbsp;group>Chryseobacterium"
"Elizabethkingia bruuniana"	"S"	1756149	144	NA	NA	20	NA	144	64	NA	NA	NA	NA	30	3	0.0007273	NA	NA	0.0001338	NA	0.0007273	0.0003428	NA	NA	NA	NA	0.0002663	4.091e-05	351.5	NA	NA	803	NA	351.5	395.5	NA	NA	NA	NA	574.5	1465	144	NA	NA	20	NA	144	64	NA	NA	NA	NA	30	3	0.7273	NA	NA	0.1338	NA	0.7273	0.3428	NA	NA	NA	NA	0.2663	0.04091	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Weeksellaceae>Elizabethkingia"
"Elizabethkingia sp. JS20170427COW"	"S"	2583851	11	NA	NA	11	NA	8	NA	NA	NA	NA	NA	NA	NA	7.36e-05	NA	NA	7.36e-05	NA	4.041e-05	NA	NA	NA	NA	NA	NA	NA	1091	NA	NA	1091	NA	1252	NA	NA	NA	NA	NA	NA	NA	11	NA	NA	11	NA	8	NA	NA	NA	NA	NA	NA	NA	0.0736	NA	NA	0.0736	NA	0.04041	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Weeksellaceae>Elizabethkingia>unclassified&nbsp;Elizabethkingia"
"Elizabethkingia anophelis"	"S"	1117645	17	NA	NA	17	14	NA	NA	7	NA	NA	NA	NA	1	0.0001137	NA	NA	0.0001137	8.767e-05	NA	NA	5.622e-05	NA	NA	NA	NA	1.364e-05	845.5	NA	NA	872.5	911.5	NA	NA	845.5	NA	NA	NA	NA	2935	17	NA	NA	17	14	NA	NA	7	NA	NA	NA	NA	1	0.1137	NA	NA	0.1137	0.08767	NA	NA	0.05622	NA	NA	NA	NA	0.01364	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Weeksellaceae>Elizabethkingia"
"Cruoricaptor ignavus"	"S"	1118202	12	NA	NA	12	NA	NA	11	NA	NA	NA	NA	NA	1	8.029e-05	NA	NA	8.029e-05	NA	NA	5.892e-05	NA	NA	NA	NA	NA	1.364e-05	923.5	NA	NA	1047.5	NA	NA	923.5	NA	NA	NA	NA	NA	2935	12	NA	NA	12	NA	NA	11	NA	NA	NA	NA	NA	1	0.08029	NA	NA	0.08029	NA	NA	0.05892	NA	NA	NA	NA	NA	0.01364	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Weeksellaceae>Cruoricaptor"
"Cloacibacterium sp. TD35"	"S"	2976818	15	NA	NA	12	15	NA	NA	NA	NA	NA	NA	NA	NA	9.393e-05	NA	NA	8.029e-05	9.393e-05	NA	NA	NA	NA	NA	NA	NA	NA	882.5	NA	NA	1047.5	882.5	NA	NA	NA	NA	NA	NA	NA	NA	15	NA	NA	12	15	NA	NA	NA	NA	NA	NA	NA	NA	0.09393	NA	NA	0.08029	0.09393	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Weeksellaceae>Cloacibacterium>unclassified&nbsp;Cloacibacterium"
"Weeksella virosa"	"S"	1014	18	NA	NA	10	18	NA	NA	NA	NA	NA	NA	NA	1	0.0001127	NA	NA	6.691e-05	0.0001127	NA	NA	NA	NA	NA	NA	NA	1.364e-05	829.5	NA	NA	1146.5	829.5	NA	NA	NA	NA	NA	NA	NA	2935	18	NA	NA	10	18	NA	NA	NA	NA	NA	NA	NA	1	0.1127	NA	NA	0.06691	0.1127	NA	NA	NA	NA	NA	NA	NA	0.01364	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Weeksellaceae>Weeksella"
"Sanyastnella coralliicola"	"S"	3069118	7	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.684e-05	NA	NA	4.684e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	1369.5	NA	NA	1369.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.04684	NA	NA	0.04684	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Sanyastnellaceae>Sanyastnella"
"Hymenobacter sp. BRD67"	"S"	2675877	71	NA	NA	13	71	11	8	NA	12	NA	NA	NA	3	0.0004446	NA	NA	8.698e-05	0.0004446	5.556e-05	4.285e-05	NA	6.626e-05	NA	NA	NA	4.091e-05	473	NA	NA	1009.5	473	1099	1053	NA	630	NA	NA	NA	1465	31.25	NA	NA	5.171	31.25	4.272	2.923	NA	4.721	NA	NA	NA	0.6745	0.4241	NA	NA	0.06652	0.4241	0.03511	0.0224	NA	0.04581	NA	NA	NA	0.02046	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Hymenobacteraceae>Hymenobacter>unclassified&nbsp;Hymenobacter"
"Hymenobacter qilianensis"	"S"	1385715	42	NA	NA	10	11	42	6	NA	NA	10	NA	NA	NA	0.0002121	NA	NA	6.691e-05	6.888e-05	0.0002121	3.214e-05	NA	NA	4.752e-05	NA	NA	NA	581.5	NA	NA	1146.5	1002	581.5	1169.5	NA	NA	691.5	NA	NA	NA	42	NA	NA	10	11	42	6	NA	NA	10	NA	NA	NA	0.2121	NA	NA	0.06691	0.06888	0.2121	0.03214	NA	NA	0.04752	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Hymenobacteraceae>Hymenobacter"
"Hymenobacter taeanensis"	"S"	2735321	106	NA	NA	106	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007093	NA	NA	0.0007093	NA	NA	NA	NA	NA	NA	NA	NA	NA	351.5	NA	NA	351.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	106	NA	NA	106	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7093	NA	NA	0.7093	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Hymenobacteraceae>Hymenobacter"
"Hymenobacter cellulosilyticus"	"S"	2932248	25	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	25	NA	0.0002219	NA	NA	4.015e-05	NA	NA	NA	NA	NA	NA	NA	0.0002219	NA	627.5	NA	NA	1454	NA	NA	NA	NA	NA	NA	NA	627.5	NA	25	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	25	NA	0.2219	NA	NA	0.04015	NA	NA	NA	NA	NA	NA	NA	0.2219	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Hymenobacteraceae>Hymenobacter"
"Pontibacter korlensis"	"S"	400092	76	NA	NA	76	12	NA	NA	21	7	NA	NA	NA	NA	0.0005085	NA	NA	0.0005085	7.515e-05	NA	NA	0.0001687	3.865e-05	NA	NA	NA	NA	400	NA	NA	400	970.5	NA	NA	542.5	794	NA	NA	NA	NA	76	NA	NA	76	12	NA	NA	21	7	NA	NA	NA	NA	0.5085	NA	NA	0.5085	0.07515	NA	NA	0.1687	0.03865	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Hymenobacteraceae>Pontibacter"
"Pontibacter akesuensis"	"S"	388950	11	NA	NA	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.36e-05	NA	NA	7.36e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	1091	NA	NA	1091	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	NA	NA	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0736	NA	NA	0.0736	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Hymenobacteraceae>Pontibacter"
"Spirosoma sp. KNUC1025"	"S"	2894082	35	NA	NA	35	22	NA	6	NA	NA	NA	NA	NA	1	0.0002342	NA	NA	0.0002342	0.0001378	NA	3.214e-05	NA	NA	NA	NA	NA	1.364e-05	600.5	NA	NA	600.5	760	NA	1169.5	NA	NA	NA	NA	NA	2935	35	NA	NA	35	22	NA	6	NA	NA	NA	NA	NA	1	0.2342	NA	NA	0.2342	0.1378	NA	0.03214	NA	NA	NA	NA	NA	0.01364	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Cytophagaceae>Spirosoma>unclassified&nbsp;Spirosoma"
"Spirosoma sp. SC4-14"	"S"	3128900	32	NA	NA	32	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002141	NA	NA	0.0002141	NA	NA	NA	NA	NA	NA	NA	NA	NA	635.5	NA	NA	635.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	32	NA	NA	32	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2141	NA	NA	0.2141	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Cytophagaceae>Spirosoma>unclassified&nbsp;Spirosoma"
"Spirosoma sp. KCTC 42546"	"S"	2520506	48	NA	NA	18	48	NA	NA	NA	NA	NA	NA	NA	1	0.0003006	NA	NA	0.0001204	0.0003006	NA	NA	NA	NA	NA	NA	NA	1.364e-05	560	NA	NA	849	560	NA	NA	NA	NA	NA	NA	NA	2935	48	NA	NA	18	48	NA	NA	NA	NA	NA	NA	NA	1	0.3006	NA	NA	0.1204	0.3006	NA	NA	NA	NA	NA	NA	NA	0.01364	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Cytophagaceae>Spirosoma>unclassified&nbsp;Spirosoma"
"Spirosoma oryzicola"	"S"	2898794	9	NA	NA	9	NA	NA	NA	NA	NA	NA	NA	NA	1	6.022e-05	NA	NA	6.022e-05	NA	NA	NA	NA	NA	NA	NA	NA	1.364e-05	1212.5	NA	NA	1212.5	NA	NA	NA	NA	NA	NA	NA	NA	2935	9	NA	NA	9	NA	NA	NA	NA	NA	NA	NA	NA	1	0.06022	NA	NA	0.06022	NA	NA	NA	NA	NA	NA	NA	NA	0.01364	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Cytophagaceae>Spirosoma"
"Cytophaga hutchinsonii"	"S"	985	78	NA	NA	51	78	NA	NA	13	7	NA	NA	NA	NA	0.0004884	NA	NA	0.0003412	0.0004884	NA	NA	0.0001044	3.865e-05	NA	NA	NA	NA	452.5	NA	NA	490.5	452.5	NA	NA	665	794	NA	NA	NA	NA	78	NA	NA	51	78	NA	NA	13	7	NA	NA	NA	NA	0.4884	NA	NA	0.3412	0.4884	NA	NA	0.1044	0.03865	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Cytophagaceae>Cytophaga"
"Dyadobacter fanqingshengii"	"S"	2906443	14	NA	NA	14	8	NA	NA	NA	NA	NA	NA	NA	NA	9.367e-05	NA	NA	9.367e-05	5.01e-05	NA	NA	NA	NA	NA	NA	NA	NA	969	NA	NA	969	1122.5	NA	NA	NA	NA	NA	NA	NA	NA	14	NA	NA	14	8	NA	NA	NA	NA	NA	NA	NA	NA	0.09367	NA	NA	0.09367	0.0501	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Spirosomataceae>Dyadobacter"
"Dyadobacter chenwenxiniae"	"S"	2906456	46	NA	NA	6	NA	46	21	NA	NA	NA	NA	NA	2	0.0002323	NA	NA	4.015e-05	NA	0.0002323	0.0001125	NA	NA	NA	NA	NA	2.727e-05	561	NA	NA	1454	NA	561	655.5	NA	NA	NA	NA	NA	1899.5	46	NA	NA	6	NA	46	21	NA	NA	NA	NA	NA	2	0.2323	NA	NA	0.04015	NA	0.2323	0.1125	NA	NA	NA	NA	NA	0.02727	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Spirosomataceae>Dyadobacter"
"Dyadobacter sp. 32"	"S"	538966	12	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	12	11	0.00015	NA	NA	3.346e-05	NA	NA	NA	NA	NA	NA	NA	0.0001065	0.00015	680	NA	NA	1554	NA	NA	NA	NA	NA	NA	NA	902	680	12	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	12	11	0.15	NA	NA	0.03346	NA	NA	NA	NA	NA	NA	NA	0.1065	0.15	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Spirosomataceae>Dyadobacter>unclassified&nbsp;Dyadobacter"
"Larkinella insperata"	"S"	332158	6	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.015e-05	NA	NA	4.015e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	1454	NA	NA	1454	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.04015	NA	NA	0.04015	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Spirosomataceae>Larkinella"
"Algoriphagus sp. NBT04N3"	"S"	2705473	29	NA	NA	29	26	11	7	NA	NA	NA	NA	6	7	0.000194	NA	NA	0.000194	0.0001628	5.556e-05	3.75e-05	NA	NA	NA	NA	5.325e-05	9.545e-05	670.5	NA	NA	670.5	715	1099	1102	NA	NA	NA	NA	1214	873.5	5.846	NA	NA	5.846	5.171	1.799	0.8993	NA	NA	NA	NA	0.6745	0.8993	0.1752	NA	NA	0.1752	0.144	0.03681	0.01875	NA	NA	NA	NA	0.0345	0.0767	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Cyclobacteriaceae>Algoriphagus>unclassified&nbsp;Algoriphagus"
"Algoriphagus sp. Y33"	"S"	2772483	25	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	25	NA	0.0002219	NA	NA	3.346e-05	NA	NA	NA	NA	NA	NA	NA	0.0002219	NA	627.5	NA	NA	1554	NA	NA	NA	NA	NA	NA	NA	627.5	NA	25	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	25	NA	0.2219	NA	NA	0.03346	NA	NA	NA	NA	NA	NA	NA	0.2219	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Cyclobacteriaceae>Algoriphagus>unclassified&nbsp;Algoriphagus"
"Algoriphagus halophytocola"	"S"	2991499	11	NA	NA	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.36e-05	NA	NA	7.36e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	1091	NA	NA	1091	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	NA	NA	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0736	NA	NA	0.0736	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Cyclobacteriaceae>Algoriphagus"
"Echinicola rosea"	"S"	1807691	8	NA	NA	8	NA	NA	NA	NA	NA	NA	NA	NA	3	5.353e-05	NA	NA	5.353e-05	NA	NA	NA	NA	NA	NA	NA	NA	4.091e-05	1289.5	NA	NA	1289.5	NA	NA	NA	NA	NA	NA	NA	NA	1465	8	NA	NA	8	NA	NA	NA	NA	NA	NA	NA	NA	3	0.05353	NA	NA	0.05353	NA	NA	NA	NA	NA	NA	NA	NA	0.04091	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Cyclobacteriaceae>Echinicola"
"Echinicola marina"	"S"	2859768	7	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.684e-05	NA	NA	4.684e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	1369.5	NA	NA	1369.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.04684	NA	NA	0.04684	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Cyclobacteriaceae>Echinicola"
"Fulvivirga maritima"	"S"	2904247	44	NA	NA	44	16	NA	NA	7	NA	NA	7	NA	2	0.0002944	NA	NA	0.0002944	0.0001002	NA	NA	5.622e-05	NA	NA	3.831e-05	NA	2.727e-05	532	NA	NA	532	859.5	NA	NA	845.5	NA	NA	770	NA	1899.5	44	NA	NA	44	16	NA	NA	7	NA	NA	7	NA	2	0.2944	NA	NA	0.2944	0.1002	NA	NA	0.05622	NA	NA	0.03831	NA	0.02727	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Fulvivirgaceae>Fulvivirga"
"Fulvivirga ligni"	"S"	2904246	5	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.346e-05	NA	NA	3.346e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	1554	NA	NA	1554	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.03346	NA	NA	0.03346	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Fulvivirgaceae>Fulvivirga"
"Reichenbachiella carrageenanivorans"	"S"	2979869	88	NA	NA	20	18	NA	NA	33	88	NA	NA	NA	NA	0.0004859	NA	NA	0.0001338	0.0001127	NA	NA	0.000265	0.0004859	NA	NA	NA	NA	292	NA	NA	803	829.5	NA	NA	450.5	292	NA	NA	NA	NA	88	NA	NA	20	18	NA	NA	33	88	NA	NA	NA	NA	0.4859	NA	NA	0.1338	0.1127	NA	NA	0.265	0.4859	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Reichenbachiellaceae>Reichenbachiella"
